,x,y,v,d,hour,weekday,x_max,x_min,x_mean,x_std,x_skew,x_sum,x_count,y_max,y_min,y_mean,y_std,y_skew,y_sum,v_max,v_min,v_mean,v_std,v_skew,v_sum,d_max,d_min,d_mean,d_std,d_skew,d_sum,x_max_x_min,y_max_y_min,y_max_x_min,x_max_y_min,slope,area,mode_hour,hour_max,hour_min,hour_nunique,date_nunique,diff_day,diff_second
10,6080720.399997323,4986831.757932705,2.1,303,11,5,6098155.373967065,6049280.040207418,6068889.725887025,13708.109004289832,0.6327528001782081,2451831449.258358,404,5019665.2667039,4983615.0201941095,4996119.919955426,10931.868156251547,1.051764228572662,2018432447.661992,9.77,0.0,2.9355445544554435,1.2775697891889066,0.3128346502623966,1185.9599999999991,360,0,151.63861386138615,101.6888559205051,0.2917223581040039,61262,48875.33375964686,36050.24650979042,-1029614.7735035177,1114540.353772955,0.7375959146810928,1761967830.2835512,7,23,0,24,4,2,85661
11,6180240.891114683,5192754.541009248,0.22,0,23,1,6180441.923561352,6180240.891114683,6180312.015396376,47.38212098802323,-0.7487189090099734,2515386990.266325,407,5192754.541009248,5192641.467267803,5192750.515039461,17.108429480637962,-6.1398920595742,2113449459.6210606,3.89,0.0,0.19373464373464322,0.30335611801763196,8.631992883824225,78.8499999999998,355,0,79.1990171990172,113.22655783007139,1.135216242537685,32234,201.03244666941464,113.07374144531786,-987486.3501054347,987800.4562935494,0.5624651309709253,22731.490896817042,11,23,0,24,3,2,85494
12,6109105.289135444,5114657.494579704,0.0,0,11,5,6109105.289135444,6109105.289135444,6109105.289135455,0.0,0.0,2504733168.5455365,410,5114657.494579704,5114657.494579704,5114657.494579743,0.0,0.0,2097009572.7776945,0.27,0.0,0.0364878048780488,0.06282942404424863,2.266852245478798,14.960000000000008,317,0,2.4682926829268292,25.353447116645167,10.544701173024238,1012,0.0,0.0,-994447.7945557404,994447.7945557404,0.0,0.0,11,23,0,24,4,2,85004
13,6150875.374553775,5206030.996390702,0.11,326,23,1,6201416.4150138935,6150774.217860282,6157133.591527197,14645.70745942606,2.068684986738707,2542896173.300732,413,5215315.605819177,5162402.466537875,5201246.467134704,11952.88170643219,-2.2450926735891628,2148114790.926633,10.09,0.0,1.017288135593219,2.1255731167248424,2.854218095915656,420.1399999999995,358,0,134.42372881355934,121.00686861129311,0.3571002237634666,55517,50642.19715361111,52913.13928130176,-935458.6120411055,1039013.9484760184,1.0448428831158783,2679637631.5001683,23,23,0,24,3,2,85495
14,6246321.387427025,5240934.982571247,0.11,341,23,1,6436414.728942762,6246126.557693113,6393711.698641111,49761.523758222174,-1.9168070178729502,2570272102.853727,402,5323202.293298061,5240934.982571247,5282984.374908195,22665.840566270846,-0.33953093058049805,2123759718.7130945,10.09,0.0,4.7039303482587025,2.643957865047024,0.3360625668939245,1890.9799999999984,358,0,151.5721393034826,106.33777181985461,-0.11984140284073348,60932,190288.1712496495,82267.31072681397,-922924.2643950516,1195479.746371515,0.43233013479793747,15654496111.832104,8,23,0,24,3,2,85452
15,6165393.733896371,5202445.46569816,0.11,0,23,4,6165591.233258182,6165393.733896371,6165395.852253941,16.296243124429168,8.565450636184092,2028415235.3915465,329,5202554.7509712335,5202113.497437803,5202443.096714371,26.483903015578747,-9.329613596711733,1711603778.8190281,8.58,0.0,0.17231003039513648,0.5531876704248387,13.038395439282557,56.6899999999999,354,0,77.04559270516717,112.32933282330453,1.1862663084837832,25348,197.49936181120574,441.2535334303975,-962838.9829251375,963477.7358203791,2.234202325434358,87147.29124944305,22,23,0,24,3,2,42854
16,6359136.7817407325,5409740.04339651,0.32,336,23,1,6370598.3747863425,6358937.13827473,6359225.42466778,831.7580383161345,11.426503387482832,2480097915.6204343,390,5410942.145573032,5408195.555877737,5409702.205132292,164.1347500508475,-4.015710851869252,2109783860.0015938,10.09,0.0,0.3530769230769226,1.223118887974118,6.640256118961975,137.69999999999982,360,0,96.04102564102564,118.39584755699713,0.8883915857229939,37456,11661.236511612311,2746.589695295319,-947994.9927016981,962402.8189086057,0.23553160014894242,32028632.037195906,0,23,0,24,3,2,86098
17,6195030.012697077,5176753.488955107,8.8,327,23,1,6215236.614125915,6195030.012697077,6208851.7914890675,3240.95024338239,-1.8890695995088704,2539420382.7190285,409,5176753.488955107,5108345.25578051,5128449.8178771855,12936.849310559832,0.6716473339771332,2097535975.5117688,8.8,0.0,3.444816625916871,1.3027574556878767,0.46406103668030513,1408.9300000000003,360,0,156.49388753056235,115.51687164269457,0.11500437174127484,64006,20206.601428837515,68408.23317459691,-1018276.5237419708,1106891.3583454052,3.385439823491012,1382297902.21006,23,23,0,24,3,2,86110
18,6281735.597776039,5268585.194625372,0.05,0,11,5,6302304.700062099,6281629.76157647,6284181.65034302,4806.425091250051,1.9484511729783245,2576514476.6406384,410,5271929.211103275,5254836.9033162985,5267070.880988227,3567.5175658037642,-2.28191976723801,2159499061.205173,11.06,0.0,1.0531951219512254,2.2912374350641245,2.8013891665254773,431.81000000000245,353,0,52.02682926829268,96.05724537199102,1.7434558701944076,21331,20674.938485628925,17092.30778697692,-1009700.5504731946,1047467.7967458004,0.8267162583752169,353382412.0731841,23,23,0,24,4,2,85700
19,6037027.459221157,4999020.078542992,4.37,93,23,1,6123582.014065409,6011794.350111812,6062761.2164815,29921.415217511963,0.16050382393877546,2431167247.8090816,401,5016812.131720566,4991813.256561259,5001992.413183865,6483.413370079788,0.5530540775111409,2005798957.68673,9.98,0.59,3.8930174563590985,0.9480132500099953,0.5945359268197291,1561.0999999999985,359,5,183.85536159600997,94.54712596071558,-0.25315597952473046,73726,111787.66395359673,24998.875159307383,-994982.2183912462,1131768.7575041503,0.22362820972522035,2794565855.5265703,23,23,0,24,3,2,85920
20,6102549.64113896,5112647.997766217,0.05,0,23,1,6179798.767556289,6102036.516735108,6126813.3777792575,29360.63096368821,0.58008294980922,2462978977.8672614,402,5112647.997766217,5013349.587754936,5075190.439194541,41821.79437580105,-0.3286595905026637,2040226556.5562057,10.79,0.0,2.1599004975124365,2.612217313283909,1.1419032173359795,868.2799999999994,358,0,99.16169154228855,127.51132647406834,0.8089914897074554,39863,77762.25082118157,99298.41001128126,-989388.5189688904,1166449.1798013533,1.2769487632196144,7721667865.441781,0,23,0,24,3,2,85727
21,6111772.93557626,5121349.416148622,0.0,0,23,1,6111772.93557626,6111671.186431278,6111772.428099211,7.176786589911931,-14.106469928100458,2450820743.6677837,401,5121352.011697487,5121349.416148622,5121349.4290940305,0.18307476001999867,14.106469941356861,2053661121.0667064,0.59,0.0,0.14852867830423885,0.11470431465511122,0.8150655723333623,59.55999999999978,348,0,15.812967581047381,58.49531973945818,4.021826381230171,6341,101.74914498254657,2.5955488653853536,-990319.1747337906,990423.5194276385,0.025509294115744936,264.09487781337856,11,23,0,24,3,2,85787
22,6243391.638222327,5219091.425406894,4.32,30,11,5,6252915.694516893,6221903.22917473,6241720.022561799,6945.7135587264565,-1.0342953553534497,2584072089.3405848,414,5242233.180797907,5185714.238629583,5221632.918873725,17543.607588867344,-0.10957531769138157,2161756028.4137225,10.09,0.0,2.1338888888888956,2.1996536371023625,1.0998618291601039,883.4300000000028,360,0,124.52657004830918,107.25897251878575,0.3252434293885251,51554,31012.465342162177,56518.94216832332,-979670.0483768238,1067201.4558873093,1.8224588579059045,1752791735.1707954,11,23,0,24,4,2,86132
23,6393883.299876853,5374489.551707214,3.89,10,11,5,6393887.779103492,6356843.253206733,6363530.936531698,12201.558019071052,1.5412460667855037,2583593560.2318697,406,5409412.578022996,5371853.587484207,5405967.584334074,7992.792201672885,-2.5285481650916384,2194822839.239634,9.28,0.0,1.073177339901485,1.9398277900093748,2.242065435498673,435.71000000000294,360,0,120.27586206896552,115.66873841082256,0.5310482444230495,48832,37044.525896759704,37558.99053878896,-947430.6751837367,1022034.1916192854,1.0138877372452553,1391354997.6703203,22,23,0,24,4,2,85539
24,6180736.7251881175,5191980.217108482,5.99,360,23,1,6180736.7251881175,6180736.7251881175,6180736.725188122,0.0,0.0,457374517.66392106,74,5191980.217108482,5191980.217108482,5191980.217108486,0.0,0.0,384206536.066028,5.99,5.99,5.990000000000006,0.0,0.0,443.26000000000045,360,360,360.0,0.0,0.0,26640,0.0,0.0,-988756.5080796359,988756.5080796359,0.0,0.0,20,23,0,23,3,2,23798
25,6058698.838372093,5043658.798607902,8.09,166,23,1,6066566.751303162,6035418.640484986,6039245.664375108,8292.887860571702,2.1842123871737362,2288874106.798166,379,5090330.487003165,5043658.798607902,5085263.2360830605,11976.35049915428,-2.306755047728743,1927314766.47548,10.09,0.0,1.124221635883906,2.247187804815757,2.2033309246566,426.0800000000003,353,0,85.01846965699208,107.50236703081737,0.9927571516873479,32222,31148.11081817653,46671.68839526363,-945088.1534818206,1022907.9526952608,1.4983794255678675,1453734922.207075,13,23,0,24,3,2,85538
26,6360066.487362735,5330344.046490813,0.22,71,23,1,6409959.835417197,6355251.086625229,6365484.787006177,14621.365943881374,2.2957294222353326,2355229371.1922855,370,5345775.242171943,5328704.970747509,5332017.10309646,4349.386470573546,2.312938554050179,1972846328.1456902,9.61,0.0,0.7596756756756752,1.807534337802066,3.3065025239721093,281.0799999999998,358,0,118.22702702702702,117.85790132365585,0.4936343939337325,43744,54708.74879196845,17070.271424434148,-1009475.8444532854,1081254.864669688,0.3120208705438381,933893191.1700852,11,23,0,24,3,2,85500
27,6246119.5149468165,5240937.48079673,0.11,0,23,1,6386497.733164432,6246119.5149468165,6328420.855152265,46432.014013569096,-0.6829010146892034,2619966234.0330377,414,5282221.049706226,5213727.747356767,5246554.751364823,17422.14793699806,0.40251446344581,2172073667.065037,10.09,0.0,3.8446376811594187,2.826686256959503,0.5978700216400146,1591.6799999999994,355,0,150.01207729468598,104.06040967173683,-0.09769297175662758,62105,140378.21821761597,68493.30234945938,-963898.4652405903,1172769.9858076656,0.48791973013420253,9614967743.657557,8,23,0,24,3,2,85801
28,6180337.646489385,5192424.8634349285,0.0,115,23,1,6182684.712338819,6179932.5655959975,6180347.34782388,212.4925154474731,5.16877522823376,2564844149.34691,415,5193692.329936946,5191980.217108482,5192438.113012944,86.95278176168455,9.207437670954482,2154861816.900372,9.01,0.0,0.31674698795180656,0.882944005580024,6.875863776769161,131.44999999999973,359,0,115.81927710843374,120.54196701178545,0.6475799873975233,48065,2752.146742821671,1712.1128284642473,-986240.2356590517,990704.4952303376,0.6221008501562978,4711985.744201076,15,23,0,24,3,2,85533
29,6640966.08382143,5793483.105080644,1.4,111,23,1,6685961.7275278615,6549903.8411784535,6636779.868735832,37356.75640734991,-0.7014416193776072,2435698211.8260503,367,5809031.4784821775,5621487.090797053,5738288.838852834,62556.53295087578,-0.8391457088386719,2105952003.8589902,10.09,0.0,4.249373297002722,2.367466859946767,0.5956284080814682,1559.519999999999,359,0,133.74386920980928,114.01672683951227,0.45648727171464826,49084,136057.88634940796,187544.38768512476,-740872.362696276,1064474.6367308088,1.378416148575873,25516892985.13201,13,23,0,24,3,2,85608
30,6302550.10589061,5240834.257536203,3.99,264,11,5,6302550.10589061,6264490.3417211035,6274603.852450676,10183.949869329555,0.5361222027196809,3871430576.962067,617,5251667.690103887,5214800.64458381,5239686.832199841,11419.447836734405,-0.13732520831587,3232886775.467302,10.09,0.0,1.9689951377633559,2.025953750459841,1.0000641719953893,1214.8699999999906,359,0,109.94975688816855,105.00076872371304,0.8113422024706266,67839,38059.76416950673,36867.04552007653,-1012822.6516172169,1087749.4613068001,0.9686619537599289,1403151058.120582,12,23,0,24,4,2,86045
31,6366570.75774411,5288675.699693014,3.99,40,23,4,6370293.172711915,6345697.170472467,6351156.802818522,7730.912812113703,1.1103116038403968,1994263236.0850158,314,5308764.513811969,5262088.729998737,5297944.829747637,14902.378556181566,-0.9688579927115586,1663554676.540758,10.09,0.0,1.5109872611465036,2.0285544625434486,1.6485529795721965,474.45000000000215,356,0,114.12738853503184,111.34821334392261,0.4422584108428798,35836,24596.00223944802,46675.783813232556,-1036932.6566604981,1108204.4427131787,1.897697981925377,1148037683.1982596,14,23,0,24,3,2,42876
32,6605482.40436951,5704116.867806387,3.4,40,23,1,6605482.40436951,6510270.671942272,6526731.821913128,30215.96875536882,1.6247074024877757,2760807560.669253,423,5704116.867806387,5669298.318341018,5675333.731338191,6755.949996689306,2.2545382280992077,2400666168.356055,10.09,0.0,1.624255319148941,2.910817437193054,1.9299544101832253,687.0600000000021,359,0,131.77541371158392,120.18368311847024,0.42518559536009504,55741,95211.73242723756,34818.54946536943,-806153.8041358851,936184.0860284921,0.36569599751772575,3315134415.2012897,16,23,0,24,3,2,86055
33,6102653.24064407,5107303.801696133,8.85,346,23,1,6172131.328402488,6087250.128465616,6117023.449826858,16978.612675268712,0.9154760966769413,2495745567.529358,408,5107303.801696133,5059912.105069378,5068893.686096367,9806.50638451057,1.5287725103517535,2068108623.9273179,8.96,0.27,3.6581372549019595,1.02721491297065,1.435716316507708,1492.5199999999995,356,0,190.77941176470588,102.5267765954994,-0.2707512195270883,77838,84881.19993687142,47391.69662675448,-979946.3267694833,1112219.2233331092,0.5583297203856807,4022664076.7231016,9,23,0,24,3,2,85927
34,6118839.443572665,5077257.071971398,3.18,122,11,5,6118839.443572665,6102016.037537968,6103168.720472488,2064.8017800596044,5.49162714667714,2508402344.1141925,411,5112759.650761558,5077257.071971398,5110979.739987419,6000.336955157522,-4.632929916788482,2100612673.1348293,8.09,0.0,0.35155717761557337,1.4438765599950818,4.520234885089405,144.49000000000066,352,0,9.306569343065693,38.34634756235098,4.56243197388256,3825,16823.406034696847,35502.578790159896,-989256.38677641,1041582.3716012668,2.1103086210330324,597274298.2656763,11,23,0,24,4,2,85095
35,6347318.7306517,5209128.095395757,10.09,50,9,5,6414465.667927207,6246327.41419416,6330090.226427238,64405.74477094756,-0.32239823345626956,550717849.6991698,87,5293113.948249513,5209128.095395757,5249904.062226582,15805.741996619648,1.0744202095520001,456741653.4137127,10.09,0.0,3.717586206896553,2.8543023281132385,0.22545490327996845,323.4300000000001,338,0,105.96551724137932,84.71449290848042,0.5686596756602968,9219,168138.25373304728,83985.8528537564,-953213.4659446469,1205337.5725314505,0.4995047289303988,14121234637.111267,19,23,0,24,4,2,75960
36,6234108.048718043,5251053.571185969,0.0,0,23,1,6325043.097578177,6234106.9413985,6300444.198339304,29830.341971237318,-1.6383765337440985,2545379456.129079,404,5251053.571185969,5163988.457516419,5202579.361663532,24668.52953250131,0.876662004200999,2101842062.1120672,10.09,0.0,3.5878960396039594,2.5132246305804005,0.8224296350754061,1449.5099999999995,359,0,186.0148514851485,120.99102678713486,-0.14327336609689417,75150,90936.15617967676,87065.11366955005,-983053.3702125316,1161054.6400617585,0.95743120588385,7917366774.455513,23,23,0,24,3,2,86175
37,6246624.1964321025,5240931.242811419,0.11,30,23,1,6253725.871695138,6241251.0502781775,6246584.4832343105,1066.0276858028271,0.6875756786442644,3216991008.8656697,515,5242010.623822658,5172606.664045366,5236756.76704646,15354.27629382005,-3.5638926315179074,2696929735.028927,10.09,0.0,0.6693592233009704,1.9524969987789071,3.9574300588190328,344.71999999999974,359,0,104.72621359223301,117.26456167295888,0.7762723949430038,53934,12474.821416960098,69403.95977729186,-999240.4264555192,1081119.2076497711,5.563523312881575,865802003.8515978,15,23,0,24,3,2,85707
38,6331513.355860729,5202181.039889436,3.08,164,23,4,6335211.557148162,6233806.586817266,6273687.210358767,42252.04322635622,0.21602823613443292,2101685215.470187,335,5251275.220450835,5153378.991665261,5222246.020699581,32455.31390881926,-0.5247319537655777,1749452416.9343596,10.09,0.0,2.4923582089552334,3.0607830575188424,1.2377796633831595,834.9400000000031,360,0,141.4358208955224,124.16331203032189,0.42917940001552995,47381,101404.97033089586,97896.22878557444,-982531.3663664311,1181832.5654829014,0.9653987222335157,9927164175.507769,15,23,0,24,3,2,42859
39,6117045.4442016175,5131577.559583395,0.22,0,23,1,6120799.935503555,6047052.849606194,6109506.924924936,19773.351713054268,-2.3292001377637765,2559883401.543548,419,5131894.505805882,5053374.71677007,5121370.056124964,24389.47635112799,-2.1195176982147226,2145854053.5163598,10.09,0.0,1.2603341288782806,2.7257901506732085,2.4588327184668883,528.0799999999996,360,0,105.35322195704057,107.59888878971174,0.62816859427115,44143,73747.08589736186,78519.78903581202,-915158.3438003119,1067425.2187334858,1.0647171760127934,5790605626.666761,10,23,0,24,3,2,85490
40,6165891.56261603,5201888.7656651065,0.0,303,23,1,6165893.187028155,6165690.799866282,6165800.936624607,31.75034244067273,2.367722944364206,2595802194.3189597,421,5202002.157770911,5201779.482446894,5201890.085638989,15.150681608689895,-1.852185676704349,2189995726.054014,4.1,0.0,0.21805225653206586,0.44487184577978744,5.444367080883612,91.79999999999973,360,0,101.458432304038,122.54698343478324,0.8013290850649196,42714,202.38716187234968,222.675324017182,-963688.6420953711,964113.7045812607,1.1002443137061655,45066.626846843326,0,23,0,24,3,2,86121
41,6092874.066605473,5086318.488562636,8.8,183,11,5,6096209.366857083,6092874.066605473,6093471.88950597,261.59149030425453,6.814069717359504,2443482227.691894,401,5120418.908276244,5086318.488562636,5119822.441293007,3707.5872040190534,-6.924750414853121,2053048798.9584956,8.8,0.0,0.30882793017456234,1.1337765974026606,6.478852233375808,123.83999999999949,353,0,95.15461346633417,110.97513701236282,0.8267599668675987,38157,3335.300251609646,34100.41971360799,-972455.1583292289,1009890.8782944465,10.224092927511045,113735138.45079125,20,23,0,24,4,2,84356
42,6246219.446026555,5240826.808320538,0.11,0,23,1,6246423.327277234,6246118.508992359,6246219.456543461,12.751008656548436,8.165734903162427,2386055832.3996024,382,5241043.158196755,5240826.808320538,5240827.954118559,13.579319422277958,13.17663254176009,2001996278.4732897,5.4,0.0,0.173246073298429,0.3941180887728023,10.042936832508392,66.17999999999988,360,0,72.217277486911,110.60258436948428,1.3377801563517393,27587,304.81828487478197,216.34987621661276,-1005075.3507956043,1005596.5189566957,0.7097667264465068,65947.39820121929,3,23,0,24,3,2,86079
43,5964806.098609476,4988381.198281359,4.91,266,11,5,6249837.595435983,5964806.098609476,6166820.679920713,86233.4616776668,-0.7734038124233438,2633232430.3261447,427,5242238.132310072,4986512.000776147,5106796.534756855,115200.04861066156,0.14078537658423315,2180602120.341177,10.09,0.0,3.8869320843091195,3.511703531416017,0.421378072263462,1659.7199999999941,352,0,180.60655737704917,100.6590477829084,-0.5934108012276659,77119,285031.4968265062,255726.13153392542,-722567.9662994044,1263325.594659836,0.8971855194290389,72890002048.76677,0,23,0,24,4,2,85525
44,6548064.661592854,5570895.684213264,0.22,329,11,5,6555016.935499048,6546506.730247377,6550223.611283342,1589.6663618760629,-0.9639469961665399,2705242351.4600205,413,5592100.322591742,5556614.721398907,5579274.264838811,9160.067545212107,-0.8293382657376024,2304240271.378429,10.09,0.0,1.4503874092009736,2.1251417645542467,2.3659090954444215,599.0100000000022,360,0,158.864406779661,120.33559875255165,0.20265358307479164,65611,8510.205251670443,35485.60119283479,-954406.4076556358,998402.2141001411,4.169770310283577,301989749.6299455,23,23,0,24,4,2,86262
45,7080426.965615093,5966801.102992022,0.32,124,23,1,7080750.295644595,7071626.99380495,7073122.5871595675,2766.0341693371747,2.267807416751306,2892907138.148263,409,5972841.069748487,5964484.3673202265,5971147.068313293,2154.0456082768374,-2.3168348659840547,2442199150.940137,10.09,0.0,0.3721515892420534,0.931640060567694,6.4939097310410006,152.20999999999984,359,0,169.2713936430318,112.07701391149618,0.13398314953409535,69232,9123.30183964502,8356.702428260818,-1098785.924056463,1116265.9283243688,0.915973468283931,76240718.63711794,8,23,0,24,3,2,85373
46,6988367.875789543,6075889.078734521,0.11,107,23,1,7006749.727724503,6976727.143457131,6990406.5585664725,9411.443823044508,0.5025412747212005,2621402459.462427,375,6081218.880299113,6065072.545448814,6073530.140832359,4823.164714377945,-0.21949410656667512,2277573802.8121347,10.09,0.0,1.1642133333333347,2.2249550514797307,2.5146270338390946,436.5800000000005,359,0,161.65866666666668,120.30438567284739,0.01720890517606182,60622,30022.584267371334,16146.334850299172,-895508.2631580187,941677.1822756892,0.5378062963036487,484754698.65230143,0,23,0,24,3,2,85588
47,6854666.743386078,5476441.202591599,4.48,292,11,5,6979465.709869601,6843035.111190777,6879739.344145734,46060.181503447406,1.1373762836116084,2669338865.528545,388,5673022.35619605,5467070.375856638,5522239.043736807,76753.837791849,1.0891836004837323,2142628748.9698813,10.09,0.0,1.8263144329896925,2.754186303692991,1.8179717100280066,708.6100000000007,359,0,160.03608247422682,93.99015142817832,0.23415706680305204,62094,136430.59867882356,205951.98033941165,-1170012.7549947277,1512395.3340129629,1.5095732360176106,28098151976.79523,20,23,0,24,4,2,86244
48,6204584.0806085225,5220531.373742957,0.11,222,11,5,6204685.154228282,6203658.3914442,6204580.008731563,74.96124403107243,-10.860635009250522,1110619821.5629497,179,5220640.7254661415,5219234.216162751,5220521.664886929,102.67886110771344,-11.591565169548371,934473378.0147603,3.72,0.0,0.21502793296089368,0.4230472312750948,5.869472751458267,38.48999999999997,357,0,134.2513966480447,113.35342183816262,0.3564298944400335,24031,1026.7627840824425,1406.5093033900484,-983017.6659780582,985450.9380655307,1.3698483478313475,1444151.408186623,5,23,0,24,4,2,84930
49,6246529.277067845,5241589.032945641,0.11,30,23,1,6348830.856495732,6246427.341869177,6257041.385287574,28091.915638974304,2.4949917090758174,2646728505.9766436,423,5267556.648883713,5233450.642304653,5243226.733521001,5389.62485669644,3.046958061432945,2217884908.2793837,10.09,0.0,1.0184869976359339,2.4067775705535475,2.7607494498268994,430.82000000000005,360,0,103.82742316784869,120.2231968718725,0.7453161793575424,43919,102403.51462655514,34106.00657906011,-978870.6929854639,1115380.2141910791,0.33305503920874,3492574943.572168,11,23,0,24,3,2,86109
